episode,timestep,reward
796,10000,-5322.0864
1593,20000,-5319.8322
2641,30000,-5323.6258
3656,40000,-5323.4334
5112,50000,-5327.1625
6566,60000,-5326.5582
8227,70000,-5329.7095
9904,80000,-5330.3869
