episode,timestep,reward
5501,2200000,9115.5
5503,2210000,9110.5
5505,2220000,9006.0
5507,2230000,9080.5
5509,2240000,9149.5
5511,2250000,9132.5
5513,2260000,9109.5
5515,2270000,9062.0
5517,2280000,9066.5
5519,2290000,9147.0
5521,2300000,9045.5
5523,2310000,9147.5
5525,2320000,9171.5
5527,2330000,9205.5
5529,2340000,9144.5
5531,2350000,9116.0
5533,2360000,8239.0
5535,2370000,9212.0
5537,2380000,9334.5
5539,2390000,9315.0
5541,2400000,9228.0
5543,2410000,9297.5
5545,2420000,9343.5
5547,2430000,9223.5
5549,2440000,9117.5
5551,2450000,9220.5
5553,2460000,9311.0
5555,2470000,9331.5
5557,2480000,9318.0
5559,2490000,9327.5
5561,2500000,9282.5
5563,2510000,9234.0
5565,2520000,9194.0
5567,2530000,9254.5
5570,2540000,6155.6667
5572,2550000,9170.5
5574,2560000,9180.5
5576,2570000,9225.0
5578,2580000,9275.5
5580,2590000,9327.0
5582,2600000,9363.0
5584,2610000,9377.0
5586,2620000,9368.0
5588,2630000,9394.0
5590,2640000,9415.5
5592,2650000,9342.0
5594,2660000,9359.5
5596,2670000,9328.0
5598,2680000,9324.5
5600,2690000,9336.0
5602,2700000,9355.0
5604,2710000,9388.0
5606,2720000,9385.0
5608,2730000,9438.0
5610,2740000,9479.0
5612,2750000,9432.0
5614,2760000,9452.0
5616,2770000,9431.0
5618,2780000,9394.5
5620,2790000,9479.5
5622,2800000,9451.5
5624,2810000,9470.5
5626,2820000,9422.0
5628,2830000,9489.0
5631,2840000,6928.0
5633,2850000,6416.5
5635,2860000,6505.0
5637,2870000,6489.5
5639,2880000,6555.5
5641,2890000,6606.5
5643,2900000,6655.0
5645,2910000,6702.5
5647,2920000,6651.0
5649,2930000,6690.0
5651,2940000,6781.5
5653,2950000,6734.0
5655,2960000,6770.5
5657,2970000,6843.0
5659,2980000,6801.0
5661,2990000,6881.0
5664,3000000,5730.6667
