episode,timestep,reward
757,10000,-499.9207
1492,20000,-500.0
1924,30000,-500.0
2366,40000,-500.0
2680,50000,-499.9363
2963,60000,-500.0
3192,70000,-500.0
3425,80000,-500.0
3584,90000,-500.0
